18|1||E||CS||ARM||P59||AB||||P|1|1|1|18|113270776|1400||800|2|2.36||I|30|699448692||CO|542728056||A|282179498|||||04072013|26052015|14102003|01022021|15062003|||Urbanización de Fortunata Valcárcel 24Las Palmas, 05424||3|1|850||||||||||||
19|1||N||SS||CL||P59||SE||||P|1|1|1|19|115670696|1900||600|2|2.81||I|30|489191318||CO|965599424||A|496695239|||||23072007|31072024|28012016|05022006|25012016|||Alameda de Azahar Alfaro 6 Puerta 7 Segovia, 50433||3|2|660||||||||||||
20|1||N||CS||CLP||P59||AM||||P|1|1|1|20|112080469|1300||500|1|2.44||I|30|489191318||CO|915082062||A|634588059|||||03062007|01052023|06112014|31072010|13112012|||Rambla Aurelio Pereira 48Guadalajara, 18087||3|2|790||||||||||||
21|1||E||CS||ARM||P59||SE||||H|1|1|1|21|121210741|400||700|2|1.91||I|30|450813470||CO|932523598||A|235865007|||||18082015|02022002|06072007|27072009|14022004|||Vial Amarilis Fernandez 15Almería, 03059||3|1|720||||||||||||
22|1||N||CS||CL||P59||GO||||P|1|1|1|22|207320880|1100||400|1|3.21||I|30|489191318||CO|965599424||A|164141609|||||18052012|15112005|14042008|10062000|22032017|||Pasaje de Griselda Real 688Granada, 31827||3|1|960||||||||||||
23|1||E||SS||CLP||P59||CM||||H|1|1|1|23|121350883|1800||400|1|0.26||I|30|489191318||CO|770164945||A|282616643|||||24072003|08042024|06062016|22052002|04052001|||C. de Odalis Giménez 51Cádiz, 23248||3|1|830||||||||||||
24|1||E||SS||ND||SI||RB||||P|1|1|1|24|203930322|600||800|2|3.32||I|30|590551159||CO|542728056||A|714565550|||||10012010|17032021|11082019|25032006|23012006|||Cuesta de Yésica Lago 8 Puerta 3 Málaga, 47239||3|1|990||||||||||||
25|1||N||CS||ND||P59||CM||||H|1|1|1|25|116670019|500||400|2|0.29||I|30|590551159||CO|877362024||A|348464303|||||12072019|05062001|16022011|12032024|24082000|||Ronda Luisa Belmonte 16 Piso 1 Cáceres, 38519||3|1|640||||||||||||
26|1||E||CS||CH||SI||AB||||H|1|1|1|26|119850004|500||600|3|3.06||I|30|489191318||CO|934214076||A|714565550|||||17072018|19102014|28062000|30012012|15082001|||Callejón de Aitana Doménech 90Soria, 22346||3|2|620||||||||||||
27|1||N||CS||ND||P59||GO||||F|1|1|1|27|116080545|1000||500|2|3.12||I|30|590551159||CO|772292476||A|412636799|||||15082000|17092019|01052015|21042024|26122009|||Pasaje Adora Barrera 35Zamora, 35227||3|2|890||||||||||||
28|1||N||SS||LYC||PR||ET||||F|1|1|1|28|115910790|1000||500|3|0.13||I|30|122764314||CO|316602052||A|348464303|||||30042012|03052004|09032008|28072008|15012002|||Plaza de Juanito Ayuso 46 Apt. 26 Ourense, 49799||3|2|790||||||||||||
29|1||E||CS||CVE||P59||AB||||P|1|1|1|29|206580378|800||400|1|2.28||I|30|122764314||CO|482938458||A|282179498|||||15022011|23042000|01112010|15012017|06122009|||Urbanización Jimena Nogués 55Guadalajara, 38448||3|1|640||||||||||||
30|1||N||CS||ARM||PR||M||||H|1|1|1|30|603940143|1600||600|2|1.23||I|30|699448692||CO|320627764||A|881103495|||||08062006|29042024|29012020|23102010|14082001|||Rambla de Edgardo Iriarte 85 Apt. 25 Melilla, 45381||3|1|510||||||||||||
31|1||E||CS||LYC||PR||AM||||P|1|1|1|31|504090785|1400||900|3|2.16||I|30|489191318||CO|934214076||A|496695239|||||15122006|27102000|14022012|01122006|05122012|||Pasadizo Xiomara Cáceres 854 Apt. 82 Baleares, 46719||3|2|560||||||||||||
32|1||E||CS||LYC||P59||SE||||H|1|1|1|32|207270274|1800||900|2|1.02||I|30|590551159||CO|284293258||A|474608979|||||17072018|19022021|30052002|20112000|02102002|||C. de Salomón Valderrama 43Burgos, 10400||3|1|870||||||||||||
33|1||N||SS||ND||PR||RB||||P|1|1|1|33|106810894|600||700|2|2.84||I|30|937159524||CO|932523598||A|496695239|||||13112024|17092016|22082005|01122006|04112004|||Pasaje Miguel Cantero 5 Puerta 2 Zamora, 48132||3|2|530||||||||||||
34|1||E||SS||CVE||SI||CM||||P|1|1|1|34|112010101|1000||500|1|3.42||I|30|921209718||CO|794788199||A|595533972|||||11082020|24032019|03062013|20022009|23062004|||Cuesta Rosalva Mata 3 Piso 3 Sevilla, 12732||3|1|680||||||||||||
35|1||E||CS||CL||PR||SE||||H|1|1|1|35|116140136|1400||600|2|0.82||I|30|489191318||CO|794788199||A|681284856|||||27062005|25082000|07032018|09012002|11102003|||Via de Georgina Gutiérrez 17 Puerta 0 La Coruña, 34484||3|1|950||||||||||||
36|1||E||SS||CH||PR||M||||F|1|1|1|36|604510439|400||800|2|0.68||I|30|590551159||CO|284293258||A|881103495|||||01022014|15072018|10012006|28012020|04032003|||Urbanización de Angelina Guerrero 68 Apt. 86 Albacete, 05869||3|2|710||||||||||||
37|1||E||CS||ARM||P59||CM||||H|1|1|1|37|202870808|500||400|2|0.99||I|30|489191318||CO|630513780||A|881103495|||||12012019|10042010|28082019|11012011|07082004|||Cuesta de Eric Serna 33 Apt. 65 León, 23858||3|2|870||||||||||||
38|1||E||CS||CVE||P59||R||||P|1|1|1|38|900730352|1800||500|1|3.09||I|30|122764314||CO|519821486||A|348464303|||||25032005|02082011|29022000|21062001|19082024|||Pasadizo Elodia Lorenzo 4 Puerta 6 Cuenca, 15895||3|2|660||||||||||||
39|1||E||SS||ARM||P59||SE||||P|1|1|1|39|702510998|1000||700|3|1.02||I|30|699448692||CO|553383442||A|681284856|||||10022023|11052023|20012020|24042006|18052021|||Ronda de Heliodoro Lago 63 Puerta 4 Castellón, 06616||3|1|790||||||||||||
40|1||E||CS||ARM||SI||R||||P|1|1|1|40|306450514|1800||700|3|2.97||I|30|937159524||CO|134646501||A|412636799|||||06122016|31102024|16072001|24122022|15042006|||Cuesta de Chus Higueras 70 Piso 6 Vizcaya, 16262||3|1|860||||||||||||
41|1||N||SS||CVE||P59||R||||F|1|1|1|41|303220313|1800||500|2|0.64||I|30|921209718||CO|934214076||A|986293706|||||04112016|24102004|03022016|08012021|22072002|||Glorieta Luna Peral 361Navarra, 21718||3|2|840||||||||||||
42|1||E||CS||ARM||SI||R||||P|1|1|1|42|501070984|500||600|3|0.1||I|30|122764314||CO|794788199||A|196377662|||||26082018|04042024|10052014|26112006|24052016|||Acceso Máximo Donaire 112Huesca, 13506||3|2|900||||||||||||
